id_venda,id_cliente,id_vendedor,id_produto,quantidade,valor,data_venda
660,124,15,68,3,284.04,2024-03-21
661,218,5,79,1,114.11,2024-04-23
662,178,10,65,1,147.86,2024-01-06
663,234,5,49,5,313.66,2024-02-08
664,4,14,38,1,38.34,2024-07-07
665,247,15,71,4,1171.82,2024-07-25
666,204,12,78,5,186.89,2024-04-29
667,141,5,11,3,219.96,2024-03-01
668,234,15,42,2,385.6,2024-10-26
669,68,13,8,5,1271.07,2024-02-26
670,13,3,64,3,429.88,2024-03-09
671,152,4,67,4,1267.81,2024-06-23
672,168,6,6,5,609.64,2024-04-26
673,99,12,20,3,188.97,2024-07-08
674,214,13,2,3,199.21,2024-02-22
675,118,1,57,4,494.17,2024-07-15
676,216,13,71,2,573.43,2024-02-01
677,26,4,10,2,511.96,2024-04-05
678,48,15,65,3,465.72,2024-12-09
679,36,3,46,3,265.47,2024-07-20
680,136,11,5,4,1121.86,2024-09-21
681,77,14,58,4,465.89,2024-03-10
682,115,1,49,2,117.37,2024-02-04
683,214,14,44,2,135.83,2024-07-24
684,107,8,46,5,360.57,2024-09-27
685,185,7,54,5,1141.14,2024-12-09
686,8,12,67,5,1661.88,2024-10-29
687,60,11,43,3,144.42,2024-05-12
688,89,1,68,5,406.87,2024-08-30
689,148,4,3,3,817.64,2024-08-18
690,244,7,1,3,872.82,2024-12-01
691,83,12,12,4,106.76,2024-08-25
692,182,8,29,2,787.43,2024-02-09
693,8,10,68,3,263.67,2024-04-02
694,54,8,17,4,283.99,2024-04-02
695,181,1,71,2,498.69,2024-02-24
696,214,13,63,4,992.86,2024-09-08
697,23,2,21,5,856.55,2024-07-09
698,250,2,80,2,269.25,2024-03-30
699,245,2,27,5,1893.38,2024-04-01
700,36,3,73,5,489.17,2024-05-16
701,61,3,33,1,63.68,2024-01-13
702,19,14,31,2,200.95,2024-02-11
703,237,7,2,3,184.47,2024-01-17
704,150,5,16,4,222.49,2024-04-03
705,235,5,64,2,250.31,2024-08-13
706,132,3,38,5,217.2,2024-04-23
707,127,10,42,3,553.52,2024-06-28
708,249,10,42,1,196.82,2024-04-22
709,155,12,56,2,208.74,2024-09-09
710,13,3,34,4,298.88,2024-11-29
711,77,1,73,4,341.92,2024-08-08
712,108,12,76,3,157.15,2024-08-20
713,43,14,44,3,208.74,2024-10-28
714,68,8,76,3,144.97,2024-01-01
715,220,9,10,1,253.14,2024-09-10
716,217,6,22,1,429.51,2024-12-06
717,237,12,16,5,256.9,2024-04-05
718,186,13,39,2,688.65,2024-05-23
719,139,5,12,5,129.78,2024-03-21
720,64,6,1,2,672.81,2024-02-04
721,40,1,43,3,145.49,2024-01-31
722,73,2,37,3,446.69,2024-12-15
723,168,15,73,5,503.1,2024-04-16
724,238,10,36,3,141.22,2024-07-20
725,189,15,73,1,101.26,2024-10-02
726,60,11,9,3,229.14,2024-10-23
727,114,1,77,4,813.86,2024-11-09
728,11,10,38,4,181.0,2024-02-08
729,118,8,63,3,618.9,2024-01-08
730,47,7,9,1,80.17,2024-08-17
731,78,6,6,4,486.95,2024-12-25
732,26,4,8,4,865.45,2024-08-04
733,244,14,46,2,152.35,2024-09-17
734,235,11,48,1,331.93,2024-03-13
735,7,12,55,1,65.05,2024-04-27
736,2,1,6,5,553.56,2024-06-10
737,36,14,37,2,256.66,2024-02-02
738,161,6,43,1,52.63,2024-03-12
739,41,2,22,5,2212.9,2024-09-05
740,80,15,35,3,383.57,2024-05-08
741,34,14,33,5,280.31,2024-12-28
742,66,14,42,5,863.48,2024-10-29
743,6,3,73,4,411.03,2024-08-08
744,163,8,27,2,660.1,2024-03-28
745,178,10,34,3,239.15,2024-01-30
746,218,3,44,4,298.61,2024-09-23
747,162,6,68,2,188.21,2024-10-04
748,83,3,62,2,153.72,2024-03-29
749,190,1,48,4,1229.15,2024-10-26
750,158,13,41,3,231.96,2024-10-26
751,44,7,6,2,220.73,2024-01-05
752,100,13,71,4,1110.89,2024-06-02
753,45,8,27,5,1631.16,2024-04-02
754,4,11,6,2,207.45,2024-05-20
755,60,2,21,5,841.63,2024-08-01
756,44,7,57,1,123.7,2024-07-23
757,68,1,44,1,69.48,2024-07-03
758,50,7,54,3,727.33,2024-01-10
759,60,12,7,1,248.5,2024-05-05
760,138,6,18,2,141.07,2024-08-25
761,73,2,21,1,163.67,2024-01-11
762,202,15,32,3,299.85,2024-07-23
763,192,2,22,4,1791.58,2024-03-07
764,73,7,57,3,366.31,2024-10-20
765,111,6,52,1,339.1,2024-08-05
766,38,11,15,2,78.33,2024-04-11
767,4,13,80,3,414.51,2024-02-17
768,77,7,7,1,243.91,2024-05-21
769,30,15,26,4,1596.11,2024-08-28
770,230,11,45,4,330.71,2024-01-17
771,220,7,33,5,273.25,2024-11-15
772,210,1,52,1,295.72,2024-06-23
773,184,2,23,4,504.33,2024-10-16
774,45,4,6,1,110.5,2024-05-26
775,57,9,9,3,228.83,2024-09-11
776,99,3,46,2,172.33,2024-07-18
777,193,10,2,2,136.89,2024-05-30
778,121,13,5,4,1339.89,2024-01-22
779,177,5,17,5,344.76,2024-12-27
780,17,5,1,5,1476.77,2024-09-13
781,87,14,41,4,287.51,2024-05-17
782,236,3,46,5,435.24,2024-01-17
783,123,10,42,4,737.18,2024-09-07
784,166,14,13,3,102.37,2024-09-15
785,137,15,32,4,413.03,2024-02-12
786,193,9,71,3,777.73,2024-05-11
787,202,15,51,2,383.04,2024-02-04
788,48,6,57,5,743.5,2024-01-31
789,218,3,34,1,78.98,2024-06-06
790,202,6,72,4,1748.12,2024-04-30
791,189,6,2,2,141.71,2024-08-15
792,235,5,61,2,233.54,2024-07-21
793,166,8,27,1,328.04,2024-08-29
794,203,12,16,5,280.75,2024-04-03
795,47,12,59,5,192.65,2024-02-11
796,176,10,68,4,358.18,2024-09-14
797,37,13,7,5,1406.14,2024-06-04
798,209,11,57,5,665.6,2024-09-14
799,192,13,43,3,167.22,2024-12-09
800,78,11,5,1,295.19,2024-01-31
801,166,5,55,1,65.68,2024-07-24
802,186,11,52,4,1151.16,2024-02-01
803,95,13,1,4,1338.3,2024-10-24
804,249,10,33,5,331.06,2024-03-22
805,31,8,72,3,1253.29,2024-04-14
806,119,13,1,5,1712.78,2024-06-06
807,127,10,36,1,44.15,2024-12-22
808,204,10,33,2,134.24,2024-06-03
809,164,11,3,1,264.07,2024-10-16
810,116,10,51,5,935.89,2024-11-11
811,113,6,45,3,286.47,2024-09-28
812,70,3,68,3,277.65,2024-05-05
813,90,13,10,4,1200.34,2024-02-27
814,121,7,1,4,1216.85,2024-11-24
815,170,5,14,3,394.44,2024-09-27
816,195,10,7,1,280.23,2024-05-09
817,236,15,19,5,326.55,2024-01-01
818,241,4,2,1,60.22,2024-11-02
819,70,3,32,2,192.45,2024-11-18
820,9,9,3,4,1043.01,2024-03-17
821,43,9,54,5,1155.69,2024-05-31
822,77,14,42,1,170.5,2024-01-10
823,38,8,39,5,1432.58,2024-11-27
824,162,8,23,4,435.09,2024-08-04
825,78,15,50,1,79.71,2024-08-29
826,101,7,58,1,117.67,2024-01-09
827,160,4,2,2,126.71,2024-08-03
828,173,4,34,3,195.87,2024-06-15
829,100,13,43,5,274.19,2024-09-05
830,111,15,44,2,149.66,2024-12-02
831,189,15,33,2,134.23,2024-08-22
832,111,6,9,5,455.7,2024-12-26
833,64,1,58,1,112.99,2024-05-30
834,97,4,10,1,251.43,2024-04-23
835,196,12,61,1,122.64,2024-08-13
836,144,13,32,4,417.04,2024-05-19
837,225,14,70,2,372.71,2024-10-18
838,128,8,63,3,668.81,2024-07-23
839,39,7,17,2,137.82,2024-07-14
840,207,7,69,5,297.28,2024-10-26
841,113,2,75,2,207.69,2024-01-26
842,48,5,50,2,138.55,2024-07-29
843,8,10,51,1,202.39,2024-10-18
844,62,10,49,5,366.87,2024-11-03
845,211,11,69,5,292.49,2024-06-13
846,216,13,52,5,1707.45,2024-12-29
847,116,8,48,4,1214.73,2024-03-03
848,66,4,2,5,315.36,2024-05-08
849,134,15,37,5,725.08,2024-04-07
850,90,13,52,1,324.94,2024-02-04
851,77,5,78,4,150.48,2024-03-16
852,158,14,9,3,244.68,2024-12-04
853,219,4,10,5,1221.27,2024-06-02
854,242,2,64,3,402.57,2024-11-21
855,140,14,32,5,443.91,2024-08-10
856,84,11,50,3,207.69,2024-12-07
857,35,12,11,3,233.92,2024-12-29
858,39,11,6,2,209.39,2024-04-28
859,146,1,55,4,264.4,2024-02-22
860,144,10,52,2,710.3,2024-10-18
861,199,14,32,3,260.8,2024-03-08
862,247,15,32,1,100.44,2024-07-28
863,26,7,56,5,489.1,2024-09-02
864,167,3,38,1,44.83,2024-06-06
865,66,8,26,3,1045.98,2024-02-07
866,50,11,69,3,186.34,2024-02-19
867,14,1,54,2,484.66,2024-02-07
868,249,8,28,4,151.04,2024-10-21
869,37,13,43,5,275.91,2024-10-25
870,193,10,65,2,295.4,2024-01-21
871,77,4,38,3,116.54,2024-08-17
872,141,5,35,4,433.32,2024-08-15
873,246,12,15,2,73.34,2024-02-03
874,2,15,61,4,543.22,2024-11-07
875,162,2,80,3,406.32,2024-12-21
876,247,4,69,5,295.46,2024-05-17
877,137,6,3,5,1597.97,2024-09-17
878,89,1,3,1,265.12,2024-08-19
879,70,5,80,4,499.55,2024-05-07
880,127,10,65,4,578.18,2024-05-25
881,151,1,1,3,884.26,2024-06-08
882,12,2,32,5,526.15,2024-12-30
883,39,9,58,1,119.43,2024-10-28
884,101,7,6,2,213.15,2024-10-05
885,103,9,36,1,40.18,2024-09-30
886,4,9,43,2,94.69,2024-06-22
887,98,2,72,5,2227.9,2024-04-14
888,61,12,49,2,118.05,2024-04-07
889,77,10,31,5,583.43,2024-01-28
890,111,13,57,5,742.55,2024-01-22
891,204,10,77,5,1143.64,2024-12-20
892,227,11,29,1,380.07,2024-12-14
893,234,14,51,4,645.71,2024-06-20
894,71,9,58,1,115.47,2024-07-23
895,48,4,15,5,189.72,2024-01-17
896,117,5,21,2,273.11,2024-04-25
897,174,10,65,3,450.1,2024-05-22
898,123,5,8,5,1143.7,2024-12-13
899,103,13,3,3,921.12,2024-02-07
900,159,14,38,5,194.18,2024-09-05
901,201,13,52,2,664.8,2024-12-25
902,4,13,1,2,707.63,2024-02-07
903,137,12,15,3,111.92,2024-10-11
904,124,15,67,4,1391.21,2024-01-27
905,61,7,48,2,634.28,2024-01-05
906,48,6,55,3,233.21,2024-11-15
907,151,9,7,5,1176.99,2024-03-01
908,236,3,31,2,221.2,2024-01-12
909,47,10,59,3,131.96,2024-12-22
910,27,10,36,4,173.59,2024-11-15
911,137,12,15,4,147.18,2024-09-09
912,161,15,42,5,1008.5,2024-01-23
913,143,6,43,2,107.88,2024-03-04
914,5,9,16,5,271.66,2024-06-27
915,90,11,10,3,785.7,2024-07-22
916,41,7,77,3,600.21,2024-09-09
917,71,10,49,1,68.12,2024-07-28
918,216,2,80,4,538.4,2024-01-06
919,115,5,20,4,263.79,2024-07-26
920,34,1,3,3,810.17,2024-01-14
921,63,2,9,4,356.47,2024-11-21
922,41,2,22,3,1286.08,2024-10-19
923,96,1,9,3,228.77,2024-05-05
924,150,10,32,4,422.76,2024-07-06
925,25,4,41,4,283.06,2024-06-12
926,118,12,13,5,177.91,2024-09-29
927,112,7,39,4,1193.03,2024-08-07
928,78,6,7,3,869.11,2024-09-10
929,161,5,59,4,152.67,2024-01-04
930,40,6,32,4,417.87,2024-02-15
931,68,9,1,1,302.1,2024-03-24
932,155,1,54,2,464.34,2024-03-14
933,181,12,62,2,138.82,2024-03-09
934,145,4,52,3,868.1,2024-04-05
935,144,14,42,2,344.45,2024-07-21
936,247,15,36,3,131.88,2024-08-30
937,111,15,73,3,313.18,2024-01-24
938,36,3,34,3,234.92,2024-01-01
939,63,2,26,5,2015.8,2024-03-11
940,247,4,3,5,1362.03,2024-03-17
941,247,15,46,1,84.68,2024-05-17
942,88,12,47,1,97.02,2024-08-14
943,48,6,8,1,246.27,2024-07-20
944,138,13,5,2,684.2,2024-08-09
945,186,11,17,4,276.24,2024-08-27
946,53,4,54,5,1218.52,2024-01-18
947,103,7,62,1,70.35,2024-08-14
948,54,1,2,2,119.27,2024-01-18
949,111,6,39,2,689.36,2024-02-13
950,211,12,59,3,116.57,2024-03-08
951,34,15,56,4,470.49,2024-07-06
952,43,9,52,2,585.38,2024-01-02
953,238,14,36,1,40.91,2024-05-05
954,104,12,61,3,365.56,2024-07-25
955,68,15,10,3,886.96,2024-05-16
956,124,6,7,5,1446.46,2024-10-19
957,125,11,70,3,601.1,2024-11-02
958,232,13,67,5,1892.06,2024-06-09
959,222,1,7,2,509.26,2024-08-11
960,56,5,18,5,305.4,2024-07-14
961,56,2,75,5,555.36,2024-02-08
962,222,11,43,5,229.24,2024-06-22
963,65,4,3,2,549.89,2024-08-11
964,179,12,21,2,298.69,2024-10-29
965,181,9,64,3,350.8,2024-11-22
966,218,3,68,4,348.53,2024-09-19
967,90,13,17,2,158.85,2024-11-25
968,167,9,43,5,245.27,2024-05-28
969,23,2,23,2,254.11,2024-05-10
970,127,10,73,3,305.15,2024-12-13
971,202,6,73,4,398.7,2024-12-13
972,62,9,80,4,474.25,2024-07-21
973,243,13,5,4,1276.52,2024-07-24
974,126,3,46,4,350.99,2024-07-27
975,85,5,61,4,472.42,2024-07-02
976,78,15,23,3,372.66,2024-05-20
977,2,1,57,4,505.22,2024-07-31
978,76,13,2,3,199.35,2024-07-14
979,78,6,9,3,268.16,2024-09-19
980,69,10,37,2,290.07,2024-09-30
981,5,7,8,3,695.77,2024-01-22
982,17,12,18,4,242.74,2024-11-14
983,208,5,20,2,126.96,2024-07-29
984,45,1,43,1,47.03,2024-09-30
985,8,4,36,1,38.41,2024-12-08
986,238,10,33,5,320.13,2024-09-05
987,217,14,74,4,721.5,2024-05-19
988,143,6,7,3,841.52,2024-05-18
989,4,9,2,4,234.35,2024-07-12
990,158,13,2,5,340.94,2024-11-23
991,245,11,9,1,82.73,2024-10-26
992,161,14,6,2,216.22,2024-08-09
993,44,1,33,3,161.52,2024-01-23
994,58,13,57,5,773.31,2024-03-12
995,34,6,10,2,560.03,2024-02-19
996,204,10,44,5,379.44,2024-07-04
997,27,10,9,5,476.22,2024-05-16
998,111,15,68,5,467.11,2024-03-07
999,156,14,68,4,323.1,2024-05-21
1000,56,2,28,2,94.86,2024-08-07
1001,189,1,71,4,1020.78,2024-05-23
1002,136,3,68,2,174.89,2024-08-15
1003,180,4,48,2,660.43,2024-04-19
1004,248,11,12,3,76.81,2024-09-28
1005,196,15,73,5,496.15,2024-03-16
1006,162,15,73,3,305.86,2024-10-07
1007,239,10,35,2,241.69,2024-03-14
1008,168,4,53,5,1260.73,2024-10-23
1009,39,1,30,4,1523.11,2024-10-20
1010,10,1,55,3,202.52,2024-12-31
1011,161,9,8,5,1098.94,2024-08-26
1012,149,8,29,1,401.28,2024-08-15
1013,128,7,7,5,1236.31,2024-10-05
1014,160,9,58,2,233.75,2024-02-03
1015,161,6,2,5,349.94,2024-07-08
1016,156,9,50,2,141.98,2024-10-08
1017,130,4,57,4,508.99,2024-09-25
1018,221,1,1,4,1188.58,2024-03-18
1019,152,4,4,2,467.27,2024-11-19
1020,18,13,43,1,54.12,2024-10-06
1021,246,2,70,1,223.04,2024-03-09
1022,207,14,65,1,137.76,2024-07-17
1023,195,12,77,1,215.08,2024-01-25
1024,151,8,75,2,189.12,2024-03-14
1025,142,7,30,2,731.3,2024-12-27
1026,170,9,56,3,301.65,2024-08-20
1027,161,15,65,3,454.52,2024-11-10
1028,221,7,8,2,442.17,2024-12-19
1029,4,8,57,2,262.94,2024-03-28
1030,207,14,28,1,38.69,2024-06-23
1031,11,11,41,4,285.66,2024-01-17
1032,48,6,69,5,351.11,2024-04-23
1033,71,9,36,3,113.25,2024-07-07
1034,138,9,3,3,774.53,2024-09-04
1035,167,1,14,2,264.31,2024-11-27
1036,43,13,58,4,518.79,2024-11-17
1037,243,13,5,5,1688.09,2024-08-18
1038,11,10,19,2,138.05,2024-06-03
1039,69,13,57,3,432.47,2024-08-30
1040,7,10,30,4,1759.55,2024-08-06
1041,209,5,49,2,127.03,2024-11-09
1042,247,6,7,1,279.54,2024-09-12
1043,111,6,19,4,265.06,2024-09-17
1044,247,7,7,1,237.69,2024-02-15
1045,143,6,30,2,832.4,2024-02-16
1046,219,7,48,1,320.85,2024-11-16
1047,66,12,64,4,497.93,2024-01-13
1048,234,8,30,4,1548.13,2024-12-29
1049,100,5,14,3,389.12,2024-10-20
1050,48,6,63,3,754.52,2024-11-08
1051,184,2,21,2,343.1,2024-02-09
1052,171,9,67,5,1515.89,2024-05-26
1053,59,15,39,3,1037.86,2024-07-16
1054,228,12,64,3,374.18,2024-04-14
1055,125,12,37,1,128.72,2024-03-06
1056,221,10,51,3,589.66,2024-05-03
1057,198,4,20,4,265.31,2024-11-20
1058,192,6,71,5,1419.7,2024-04-05
1059,63,2,74,4,828.71,2024-07-12
1060,106,7,3,1,260.22,2024-06-09
1061,101,12,36,2,81.56,2024-01-17
1062,215,3,38,3,138.66,2024-10-05
1063,19,1,27,4,1331.82,2024-10-10
1064,229,4,45,5,405.06,2024-02-18
1065,222,8,23,3,313.64,2024-06-04
1066,209,5,19,3,169.2,2024-03-25
1067,63,4,45,1,78.78,2024-07-21
1068,143,15,51,1,185.83,2024-07-15
1069,126,4,49,2,116.42,2024-10-26
1070,189,13,49,5,354.57,2024-07-01
1071,164,10,60,4,611.74,2024-05-14
1072,37,13,58,3,384.58,2024-04-01
1073,206,12,13,2,72.53,2024-05-18
1074,142,13,52,4,1314.94,2024-09-30
1075,34,15,38,2,87.44,2024-07-03
1076,97,5,11,3,235.43,2024-05-29
1077,39,10,34,3,235.1,2024-10-28
1078,135,8,39,2,565.91,2024-12-18
1079,75,1,43,3,136.92,2024-09-10
1080,112,11,57,2,245.27,2024-09-27
1081,43,13,58,4,564.72,2024-02-13
1082,53,5,40,1,131.65,2024-05-08
1083,111,4,52,2,600.81,2024-01-08
1084,205,8,80,4,471.46,2024-11-10
1085,104,11,41,4,275.14,2024-06-18
1086,43,13,58,1,130.09,2024-08-07
1087,149,14,32,1,86.67,2024-05-14
1088,39,3,32,1,97.78,2024-01-28
1089,111,3,43,1,54.81,2024-03-11
1090,14,3,35,1,124.23,2024-09-02
1091,27,1,9,3,244.62,2024-10-16
1092,118,3,38,2,94.59,2024-09-22
1093,16,3,32,3,294.76,2024-10-27
1094,36,3,51,2,392.74,2024-02-18
1095,190,11,6,1,102.32,2024-04-16
1096,137,5,18,5,300.51,2024-04-26
1097,45,11,57,4,536.95,2024-02-29
1098,138,13,33,3,198.94,2024-07-29
1099,73,11,7,3,716.69,2024-07-23
1100,198,5,79,4,447.8,2024-01-03
1101,159,3,37,3,419.69,2024-01-28
1102,208,12,41,2,139.48,2024-08-20
1103,172,11,8,3,685.07,2024-10-08
1104,161,11,69,4,247.97,2024-07-01
1105,214,7,43,2,98.34,2024-07-25
1106,145,6,35,4,515.02,2024-07-18
1107,45,3,66,1,74.01,2024-08-01
1108,77,7,54,3,696.66,2024-07-26
1109,149,14,21,3,446.69,2024-05-18
1110,112,15,30,3,1252.91,2024-10-24
1111,177,12,53,2,517.36,2024-10-22
1112,228,9,8,2,439.99,2024-12-28
1113,127,13,20,3,210.05,2024-08-31
1114,194,2,54,2,563.0,2024-10-07
1115,137,15,44,4,306.97,2024-09-13
1116,110,12,64,1,119.84,2024-02-21
1117,188,7,10,5,1272.27,2024-11-23
1118,158,4,70,1,192.1,2024-06-30
1119,58,14,65,1,127.0,2024-09-20
1120,51,11,12,1,26.01,2024-09-11
1121,76,13,54,2,564.65,2024-01-03
1122,183,2,71,1,288.87,2024-03-12
1123,188,7,7,1,237.57,2024-03-03
1124,102,5,76,3,156.53,2024-08-14
1125,48,7,9,2,163.24,2024-11-20
1126,218,3,51,2,402.88,2024-04-07
1127,30,10,75,5,545.93,2024-06-02
1128,56,1,67,3,950.75,2024-12-06
1129,29,2,72,4,1876.32,2024-10-17
1130,23,8,58,1,116.27,2024-10-08
1131,56,4,69,1,57.21,2024-07-18
1132,12,2,28,5,228.79,2024-10-26
1133,195,1,25,2,736.22,2024-05-19
1134,122,4,54,4,970.7,2024-04-15
1135,71,11,4,3,695.87,2024-10-15
1136,205,9,12,1,27.9,2024-08-10
1137,154,8,23,3,338.3,2024-02-16
1138,112,2,23,1,118.95,2024-06-08
1139,231,11,5,2,580.84,2024-08-01
1140,107,14,52,5,1556.57,2024-02-07
1141,40,15,35,1,131.15,2024-04-12
1142,129,5,43,3,141.27,2024-03-20
1143,54,1,3,4,1032.44,2024-09-01
1144,25,10,34,2,160.18,2024-07-14
1145,21,1,54,1,247.42,2024-02-14
1146,105,13,13,5,205.5,2024-01-09
1147,132,3,1,2,722.93,2024-09-23
1148,206,9,38,1,38.23,2024-09-30
1149,218,8,41,2,146.1,2024-12-22
1150,156,2,72,4,1900.29,2024-07-07
1151,98,8,72,2,806.74,2024-05-02
1152,202,9,5,4,1135.27,2024-02-26
1153,98,11,67,3,918.8,2024-11-24
1154,70,3,10,2,562.47,2024-06-20
1155,85,4,69,4,251.22,2024-04-04
1156,18,7,9,3,235.03,2024-06-14
1157,128,3,10,1,282.89,2024-07-05
1158,125,5,9,4,321.23,2024-11-01
1159,158,12,61,3,358.05,2024-11-05
1160,130,5,66,2,133.32,2024-01-16
1161,161,6,45,4,353.29,2024-07-05
1162,90,13,24,4,186.12,2024-02-14
1163,40,8,25,3,1124.01,2024-01-14
1164,98,5,61,1,122.2,2024-02-12
1165,220,5,36,1,40.89,2024-01-03
1166,97,14,55,2,127.65,2024-12-24
1167,114,9,14,1,120.34,2024-11-22
1168,106,14,32,3,276.23,2024-02-21
1169,35,8,21,4,568.58,2024-04-08
1170,185,9,45,2,152.52,2024-03-14
1171,38,9,58,2,229.55,2024-10-01
1172,121,5,15,5,181.06,2024-11-06
1173,11,10,33,1,65.63,2024-10-10
1174,116,5,15,2,73.77,2024-02-22
1175,30,12,45,1,81.69,2024-06-09
1176,82,4,57,2,248.17,2024-11-25
1177,152,9,1,4,1175.46,2024-11-23
1178,240,12,63,5,1119.11,2024-11-02
1179,138,13,58,1,139.65,2024-01-13
1180,143,15,43,2,105.59,2024-11-09
1181,33,6,66,1,76.28,2024-05-14
1182,121,5,56,3,305.39,2024-11-17
1183,36,3,68,5,474.94,2024-04-24
1184,99,1,45,4,331.67,2024-10-13
1185,182,11,30,4,1505.0,2024-02-29
1186,38,11,69,4,234.05,2024-05-02
1187,185,14,31,3,301.66,2024-10-09
1188,235,6,45,5,458.17,2024-12-23
1189,144,13,1,4,1395.06,2024-08-08
1190,226,10,35,5,633.97,2024-10-05
1191,4,7,2,4,237.41,2024-08-23
1192,60,4,9,3,237.58,2024-01-23
1193,52,2,23,2,247.15,2024-10-13
1194,250,2,63,2,497.82,2024-09-19
1195,50,5,47,5,471.1,2024-11-23
1196,76,10,60,4,612.27,2024-04-02
1197,208,6,10,2,571.74,2024-03-13
1198,124,15,31,1,109.58,2024-08-20
1199,33,12,40,3,368.77,2024-07-22
1200,178,10,60,3,458.59,2024-10-26
1201,111,15,73,4,391.38,2024-05-22
1202,9,3,37,2,293.77,2024-11-13
1203,152,13,8,1,253.83,2024-10-02
1204,135,15,32,3,288.35,2024-03-12
1205,47,10,80,5,677.25,2024-03-21
1206,56,2,17,1,78.24,2024-07-27
1207,139,8,23,1,106.81,2024-05-03
1208,127,10,37,4,599.18,2024-01-03
1209,57,7,46,1,78.45,2024-03-03
1210,60,14,68,1,77.65,2024-07-02
1211,48,1,52,1,301.59,2024-01-25
1212,75,2,28,4,183.08,2024-02-13
1213,11,10,24,5,232.88,2024-08-08
1214,60,2,49,3,214.13,2024-02-02
1215,190,9,69,3,171.07,2024-08-18
1216,208,10,30,1,420.96,2024-06-25
1217,206,12,18,2,119.98,2024-07-16
1218,161,11,58,1,114.79,2024-07-11
1219,113,5,32,4,334.05,2024-03-01
1220,238,10,34,1,78.16,2024-09-12
1221,249,7,52,3,850.25,2024-03-31
1222,121,11,54,1,229.97,2024-10-21
1223,218,3,62,5,370.74,2024-12-05
1224,160,2,25,2,832.52,2024-02-28
1225,123,7,57,1,126.93,2024-09-01
1226,110,11,8,2,433.76,2024-12-16
1227,32,8,25,1,392.22,2024-07-12
1228,163,14,44,5,327.65,2024-04-22
1229,48,15,35,5,615.39,2024-01-12
1230,8,1,32,4,362.75,2024-05-05
1231,145,10,20,2,148.78,2024-02-07
1232,37,4,45,5,401.83,2024-09-14
1233,98,14,37,2,263.34,2024-10-01
1234,67,12,78,5,174.97,2024-12-15
1235,106,8,23,3,337.88,2024-09-25
1236,14,3,4,4,1151.76,2024-03-24
1237,110,12,16,4,214.1,2024-04-22
1238,228,14,35,4,422.49,2024-05-23
1239,57,6,32,4,422.01,2024-07-06
1240,101,11,48,5,1591.34,2024-07-29
1241,136,5,20,5,314.65,2024-03-25
1242,209,5,37,3,389.72,2024-01-12
1243,105,5,41,1,73.4,2024-10-23
1244,108,3,73,3,319.57,2024-03-14
1245,173,14,55,2,134.06,2024-08-01
1246,127,12,18,3,191.6,2024-11-10
1247,150,8,33,3,173.57,2024-02-07
1248,70,3,50,1,79.83,2024-04-10
1249,229,5,62,1,66.04,2024-06-25
1250,186,8,25,3,1091.23,2024-09-23
1251,179,5,59,1,36.86,2024-11-28
1252,26,10,73,2,211.3,2024-04-08
1253,166,8,20,1,66.1,2024-12-23
1254,70,12,79,4,450.51,2024-08-15
1255,102,1,71,2,508.12,2024-09-23
1256,52,7,3,2,560.59,2024-03-18
1257,211,1,7,5,1207.62,2024-05-17
1258,61,3,70,2,432.44,2024-04-18
1259,218,7,67,4,1206.52,2024-09-17
1260,177,3,51,4,790.8,2024-11-22
1261,154,2,39,3,1031.63,2024-05-26
1262,80,15,50,4,322.43,2024-01-27
1263,38,2,63,1,255.62,2024-04-20
1264,34,6,43,3,159.84,2024-08-31
1265,136,6,8,5,1340.95,2024-04-20
1266,188,9,71,1,244.44,2024-11-22
1267,23,2,23,3,370.25,2024-09-17
1268,124,6,25,5,2204.21,2024-02-22
1269,132,5,62,3,201.59,2024-06-29
1270,13,9,69,1,57.63,2024-07-25
1271,239,9,10,4,981.03,2024-08-18
1272,68,9,69,1,57.94,2024-08-24
1273,27,13,69,5,351.75,2024-11-26
1274,53,12,14,4,485.93,2024-07-06
1275,238,9,57,4,493.68,2024-10-18
1276,249,10,50,5,421.82,2024-09-23
1277,170,4,52,1,295.81,2024-01-22
1278,83,12,43,5,227.35,2024-04-07
1279,92,5,9,5,392.14,2024-06-16
1280,181,8,63,2,421.34,2024-05-02
1281,149,4,66,2,124.43,2024-07-17
1282,169,7,53,4,991.7,2024-01-23
1283,246,2,55,4,302.24,2024-11-05
1284,54,14,37,1,121.37,2024-09-20
1285,202,6,48,4,1482.14,2024-11-27
1286,66,4,71,3,772.68,2024-12-29
1287,43,1,57,3,402.25,2024-08-06
1288,2,2,60,2,308.55,2024-01-04
1289,235,9,54,2,496.31,2024-01-05
1290,117,11,29,5,2053.52,2024-03-26
1291,204,8,74,1,180.11,2024-09-13
1292,36,5,79,4,457.92,2024-07-18
1293,1,4,8,1,223.43,2024-02-12
1294,16,3,36,2,88.18,2024-12-11
1295,126,5,78,1,35.52,2024-12-03
1296,218,8,58,4,450.19,2024-11-12
1297,238,14,55,1,66.55,2024-10-25
1298,122,11,45,5,392.96,2024-07-23
1299,198,7,10,1,257.95,2024-12-14
1300,135,7,25,3,1166.44,2024-01-09
1301,158,1,20,2,132.33,2024-05-24
1302,98,3,47,2,220.27,2024-11-15
1303,246,4,17,1,69.96,2024-05-12
1304,160,4,59,1,37.47,2024-05-25
1305,172,8,22,1,365.64,2024-11-23
